Datetime,Open,High,Low,Close,Volume,Dividends,Stock Splits
2023-05-24 15:17:00+02:00,123.86000061035156,123.86000061035156,123.86000061035156,123.86000061035156,4,0.0,0.0
2023-05-24 15:20:00+02:00,123.80000305175781,123.80000305175781,123.80000305175781,123.80000305175781,56,0.0,0.0
2023-05-24 15:21:00+02:00,123.83999633789062,123.83999633789062,123.83999633789062,123.83999633789062,56,0.0,0.0
2023-05-24 15:22:00+02:00,123.81999969482422,123.81999969482422,123.80000305175781,123.80000305175781,286,0.0,0.0
2023-05-24 15:23:00+02:00,123.81999969482422,123.81999969482422,123.81999969482422,123.81999969482422,121,0.0,0.0
2023-05-24 15:24:00+02:00,123.83999633789062,123.83999633789062,123.83999633789062,123.83999633789062,200,0.0,0.0
2023-05-24 15:26:00+02:00,123.80000305175781,123.80000305175781,123.80000305175781,123.80000305175781,300,0.0,0.0
2023-05-24 15:29:00+02:00,123.77999877929688,123.77999877929688,123.77999877929688,123.77999877929688,70,0.0,0.0
2023-05-24 15:30:00+02:00,123.72000122070312,123.72000122070312,123.72000122070312,123.72000122070312,48,0.0,0.0
2023-05-24 15:31:00+02:00,123.66000366210938,123.66000366210938,123.66000366210938,123.66000366210938,44,0.0,0.0
2023-05-24 15:32:00+02:00,123.69999694824219,123.69999694824219,123.69999694824219,123.69999694824219,224,0.0,0.0
2023-05-24 15:33:00+02:00,123.73999786376953,123.76000213623047,123.73999786376953,123.76000213623047,433,0.0,0.0
2023-05-24 15:34:00+02:00,123.72000122070312,123.72000122070312,123.68000030517578,123.68000030517578,71,0.0,0.0
2023-05-24 15:35:00+02:00,123.72000122070312,123.72000122070312,123.72000122070312,123.72000122070312,56,0.0,0.0
2023-05-24 15:36:00+02:00,123.69999694824219,123.69999694824219,123.66000366210938,123.66000366210938,579,0.0,0.0
2023-05-24 15:37:00+02:00,123.62000274658203,123.63999938964844,123.58000183105469,123.5999984741211,602,0.0,0.0
2023-05-24 15:38:00+02:00,123.63999938964844,123.63999938964844,123.58000183105469,123.58000183105469,67,0.0,0.0
2023-05-24 15:39:00+02:00,123.58000183105469,123.63999938964844,123.58000183105469,123.58000183105469,1134,0.0,0.0
2023-05-24 15:40:00+02:00,123.5999984741211,123.5999984741211,123.54000091552734,123.54000091552734,58,0.0,0.0
2023-05-24 15:41:00+02:00,123.5199966430664,123.5199966430664,123.31999969482422,123.31999969482422,1576,0.0,0.0
2023-05-24 15:42:00+02:00,123.36000061035156,123.36000061035156,123.33999633789062,123.36000061035156,626,0.0,0.0
2023-05-24 15:43:00+02:00,123.33999633789062,123.36000061035156,123.30000305175781,123.36000061035156,110,0.0,0.0
2023-05-24 15:45:00+02:00,123.33999633789062,123.33999633789062,123.31999969482422,123.31999969482422,768,0.0,0.0
2023-05-24 15:46:00+02:00,123.36000061035156,123.36000061035156,123.33999633789062,123.33999633789062,25,0.0,0.0
2023-05-24 15:47:00+02:00,123.31999969482422,123.31999969482422,123.31999969482422,123.31999969482422,5,0.0,0.0
2023-05-24 15:48:00+02:00,123.31999969482422,123.33999633789062,123.31999969482422,123.33999633789062,193,0.0,0.0
2023-05-24 15:49:00+02:00,123.31999969482422,123.31999969482422,123.27999877929688,123.27999877929688,1412,0.0,0.0
2023-05-24 15:50:00+02:00,123.31999969482422,123.4000015258789,123.31999969482422,123.4000015258789,776,0.0,0.0
2023-05-24 15:51:00+02:00,123.41999816894531,123.41999816894531,123.37999725341797,123.37999725341797,105,0.0,0.0
2023-05-24 15:52:00+02:00,123.4000015258789,123.4800033569336,123.4000015258789,123.44000244140625,102,0.0,0.0
2023-05-24 15:53:00+02:00,123.44000244140625,123.44000244140625,123.44000244140625,123.44000244140625,56,0.0,0.0
2023-05-24 15:54:00+02:00,123.4000015258789,123.4000015258789,123.37999725341797,123.37999725341797,21,0.0,0.0
2023-05-24 15:55:00+02:00,123.44000244140625,123.44000244140625,123.37999725341797,123.37999725341797,1266,0.0,0.0
2023-05-24 15:56:00+02:00,123.4800033569336,123.4800033569336,123.4800033569336,123.4800033569336,70,0.0,0.0
2023-05-24 15:57:00+02:00,123.54000091552734,123.68000030517578,123.54000091552734,123.68000030517578,348,0.0,0.0
2023-05-24 15:58:00+02:00,123.68000030517578,123.68000030517578,123.68000030517578,123.68000030517578,103,0.0,0.0
2023-05-24 15:59:00+02:00,123.72000122070312,123.72000122070312,123.69999694824219,123.69999694824219,54,0.0,0.0
2023-05-24 16:00:00+02:00,123.73999786376953,123.73999786376953,123.73999786376953,123.73999786376953,61,0.0,0.0
2023-05-24 16:01:00+02:00,123.76000213623047,123.76000213623047,123.76000213623047,123.76000213623047,43,0.0,0.0
2023-05-24 16:02:00+02:00,123.62000274658203,123.69999694824219,123.62000274658203,123.69999694824219,189,0.0,0.0
2023-05-24 16:03:00+02:00,123.72000122070312,123.72000122070312,123.69999694824219,123.69999694824219,199,0.0,0.0
2023-05-24 16:05:00+02:00,123.58000183105469,123.63999938964844,123.58000183105469,123.63999938964844,152,0.0,0.0
2023-05-24 16:06:00+02:00,123.66000366210938,123.66000366210938,123.66000366210938,123.66000366210938,178,0.0,0.0
2023-05-24 16:07:00+02:00,123.69999694824219,123.72000122070312,123.69999694824219,123.72000122070312,227,0.0,0.0
2023-05-24 16:08:00+02:00,123.73999786376953,123.73999786376953,123.73999786376953,123.73999786376953,52,0.0,0.0
2023-05-24 16:09:00+02:00,123.69999694824219,123.69999694824219,123.68000030517578,123.68000030517578,127,0.0,0.0
2023-05-24 16:10:00+02:00,123.69999694824219,123.69999694824219,123.69999694824219,123.69999694824219,134,0.0,0.0
2023-05-24 16:12:00+02:00,123.73999786376953,123.76000213623047,123.73999786376953,123.76000213623047,618,0.0,0.0
2023-05-24 16:13:00+02:00,123.73999786376953,123.73999786376953,123.69999694824219,123.69999694824219,508,0.0,0.0
2023-05-24 16:14:00+02:00,123.72000122070312,123.72000122070312,123.72000122070312,123.72000122070312,43,0.0,0.0
2023-05-24 16:16:00+02:00,123.69999694824219,123.72000122070312,123.69999694824219,123.72000122070312,92,0.0,0.0
2023-05-24 16:17:00+02:00,123.76000213623047,123.80000305175781,123.76000213623047,123.80000305175781,1351,0.0,0.0
2023-05-24 16:18:00+02:00,123.77999877929688,123.80000305175781,123.77999877929688,123.80000305175781,503,0.0,0.0
2023-05-24 16:19:00+02:00,123.80000305175781,123.83999633789062,123.80000305175781,123.83999633789062,74,0.0,0.0
2023-05-24 16:20:00+02:00,123.80000305175781,123.80000305175781,123.77999877929688,123.77999877929688,418,0.0,0.0
2023-05-24 16:21:00+02:00,123.77999877929688,123.77999877929688,123.77999877929688,123.77999877929688,172,0.0,0.0
2023-05-24 16:22:00+02:00,123.80000305175781,123.80000305175781,123.76000213623047,123.76000213623047,431,0.0,0.0
2023-05-24 16:24:00+02:00,123.73999786376953,123.73999786376953,123.63999938964844,123.63999938964844,143,0.0,0.0
2023-05-24 16:25:00+02:00,123.63999938964844,123.63999938964844,123.63999938964844,123.63999938964844,43,0.0,0.0
2023-05-24 16:26:00+02:00,123.68000030517578,123.76000213623047,123.68000030517578,123.76000213623047,309,0.0,0.0
2023-05-24 16:27:00+02:00,123.72000122070312,123.77999877929688,123.72000122070312,123.77999877929688,234,0.0,0.0
2023-05-24 16:28:00+02:00,123.77999877929688,123.83999633789062,123.73999786376953,123.76000213623047,3081,0.0,0.0
2023-05-24 16:29:00+02:00,123.77999877929688,123.77999877929688,123.76000213623047,123.76000213623047,480,0.0,0.0
2023-05-24 16:30:00+02:00,123.77999877929688,123.81999969482422,123.76000213623047,123.81999969482422,197,0.0,0.0
2023-05-24 16:31:00+02:00,123.81999969482422,123.81999969482422,123.77999877929688,123.77999877929688,163,0.0,0.0
2023-05-24 16:33:00+02:00,123.76000213623047,123.76000213623047,123.76000213623047,123.76000213623047,43,0.0,0.0
2023-05-24 16:35:00+02:00,123.80000305175781,123.81999969482422,123.80000305175781,123.81999969482422,2841,0.0,0.0
2023-05-24 16:36:00+02:00,123.81999969482422,123.81999969482422,123.81999969482422,123.81999969482422,478,0.0,0.0
2023-05-24 16:37:00+02:00,123.81999969482422,123.81999969482422,123.81999969482422,123.81999969482422,2321,0.0,0.0
2023-05-24 16:38:00+02:00,123.86000061035156,123.86000061035156,123.83999633789062,123.83999633789062,194,0.0,0.0
2023-05-24 16:40:00+02:00,123.80000305175781,123.80000305175781,123.77999877929688,123.77999877929688,306,0.0,0.0
2023-05-24 16:41:00+02:00,123.80000305175781,123.80000305175781,123.80000305175781,123.80000305175781,115,0.0,0.0
2023-05-24 16:42:00+02:00,123.81999969482422,123.81999969482422,123.81999969482422,123.81999969482422,100,0.0,0.0
2023-05-24 16:44:00+02:00,123.80000305175781,123.86000061035156,123.80000305175781,123.86000061035156,427,0.0,0.0
2023-05-24 16:45:00+02:00,123.81999969482422,123.81999969482422,123.80000305175781,123.80000305175781,211,0.0,0.0
2023-05-24 16:46:00+02:00,123.77999877929688,123.81999969482422,123.77999877929688,123.81999969482422,193,0.0,0.0
2023-05-24 16:47:00+02:00,123.80000305175781,123.80000305175781,123.76000213623047,123.76000213623047,1903,0.0,0.0
2023-05-24 16:48:00+02:00,123.77999877929688,123.80000305175781,123.77999877929688,123.77999877929688,542,0.0,0.0
2023-05-24 16:49:00+02:00,123.80000305175781,123.80000305175781,123.80000305175781,123.80000305175781,512,0.0,0.0
2023-05-24 16:50:00+02:00,123.81999969482422,123.81999969482422,123.77999877929688,123.77999877929688,452,0.0,0.0
2023-05-24 16:51:00+02:00,123.81999969482422,123.81999969482422,123.81999969482422,123.81999969482422,606,0.0,0.0
2023-05-24 16:55:00+02:00,123.86000061035156,123.86000061035156,123.86000061035156,123.86000061035156,0,0.0,0.0
2023-05-24 16:57:00+02:00,123.83999633789062,123.83999633789062,123.83999633789062,123.83999633789062,151030,0.0,0.0
2023-05-24 16:58:00+02:00,123.86000061035156,123.86000061035156,123.86000061035156,123.86000061035156,112,0.0,0.0
2023-05-24 16:59:00+02:00,123.86000061035156,123.86000061035156,123.86000061035156,123.86000061035156,100,0.0,0.0
2023-05-24 17:01:00+02:00,123.81999969482422,123.83999633789062,123.80000305175781,123.83999633789062,233,0.0,0.0
2023-05-24 17:03:00+02:00,123.86000061035156,123.86000061035156,123.86000061035156,123.86000061035156,4,0.0,0.0
2023-05-24 17:04:00+02:00,123.83999633789062,123.83999633789062,123.77999877929688,123.77999877929688,692,0.0,0.0
2023-05-24 17:05:00+02:00,123.76000213623047,123.76000213623047,123.76000213623047,123.76000213623047,75,0.0,0.0
2023-05-24 17:06:00+02:00,123.73999786376953,123.76000213623047,123.73999786376953,123.73999786376953,419,0.0,0.0
2023-05-24 17:07:00+02:00,123.72000122070312,123.72000122070312,123.72000122070312,123.72000122070312,117,0.0,0.0
2023-05-24 17:08:00+02:00,123.69999694824219,123.72000122070312,123.69999694824219,123.72000122070312,846,0.0,0.0
2023-05-24 17:09:00+02:00,123.73999786376953,123.73999786376953,123.66000366210938,123.72000122070312,1836,0.0,0.0
2023-05-24 17:10:00+02:00,123.73999786376953,123.73999786376953,123.68000030517578,123.68000030517578,945,0.0,0.0
2023-05-24 17:11:00+02:00,123.69999694824219,123.69999694824219,123.69999694824219,123.69999694824219,26,0.0,0.0
2023-05-24 17:12:00+02:00,123.72000122070312,123.76000213623047,123.72000122070312,123.76000213623047,669,0.0,0.0
2023-05-24 17:13:00+02:00,123.69999694824219,123.69999694824219,123.69999694824219,123.69999694824219,228,0.0,0.0
2023-05-24 17:14:00+02:00,123.68000030517578,123.68000030517578,123.68000030517578,123.68000030517578,75,0.0,0.0
2023-05-24 17:15:00+02:00,123.68000030517578,123.69999694824219,123.68000030517578,123.69999694824219,492,0.0,0.0
2023-05-24 17:16:00+02:00,123.72000122070312,123.73999786376953,123.72000122070312,123.73999786376953,336,0.0,0.0
2023-05-24 17:18:00+02:00,123.72000122070312,123.73999786376953,123.72000122070312,123.73999786376953,210,0.0,0.0
2023-05-24 17:19:00+02:00,123.69999694824219,123.69999694824219,123.69999694824219,123.69999694824219,59,0.0,0.0
2023-05-24 17:20:00+02:00,123.69999694824219,123.69999694824219,123.69999694824219,123.69999694824219,114,0.0,0.0
2023-05-24 17:21:00+02:00,123.66000366210938,123.66000366210938,123.66000366210938,123.66000366210938,67,0.0,0.0
2023-05-24 17:22:00+02:00,123.68000030517578,123.68000030517578,123.68000030517578,123.68000030517578,196,0.0,0.0
2023-05-24 17:23:00+02:00,123.73999786376953,123.80000305175781,123.73999786376953,123.76000213623047,424,0.0,0.0
2023-05-24 17:25:00+02:00,123.80000305175781,123.80000305175781,123.80000305175781,123.80000305175781,130,0.0,0.0
2023-05-24 17:27:00+02:00,123.83999633789062,123.87999725341797,123.83999633789062,123.86000061035156,2642,0.0,0.0
2023-05-24 17:28:00+02:00,123.9000015258789,123.9000015258789,123.87999725341797,123.87999725341797,348,0.0,0.0
2023-05-24 17:29:00+02:00,123.83999633789062,123.87999725341797,123.81999969482422,123.81999969482422,1014,0.0,0.0
2023-05-25 09:00:00+02:00,124.76000213623047,124.81999969482422,124.41999816894531,124.58000183105469,0,0.0,0.0
2023-05-25 09:01:00+02:00,124.69999694824219,125.19999694824219,124.68000030517578,125.08000183105469,1454,0.0,0.0
2023-05-25 09:02:00+02:00,125.08000183105469,125.08000183105469,124.22000122070312,124.26000213623047,907,0.0,0.0
2023-05-25 09:03:00+02:00,124.19999694824219,124.19999694824219,124.04000091552734,124.04000091552734,575,0.0,0.0
2023-05-25 09:04:00+02:00,124.05999755859375,124.0999984741211,124.0199966430664,124.08000183105469,2364,0.0,0.0
2023-05-25 09:05:00+02:00,124.23999786376953,124.23999786376953,124.23999786376953,124.23999786376953,60,0.0,0.0
2023-05-25 09:07:00+02:00,124.33999633789062,124.33999633789062,124.33999633789062,124.33999633789062,62,0.0,0.0
2023-05-25 09:09:00+02:00,124.30000305175781,124.30000305175781,124.30000305175781,124.30000305175781,5,0.0,0.0
2023-05-25 09:10:00+02:00,124.37999725341797,124.37999725341797,124.37999725341797,124.37999725341797,50,0.0,0.0
2023-05-25 09:11:00+02:00,124.45999908447266,124.5,124.45999908447266,124.5,619,0.0,0.0
2023-05-25 09:13:00+02:00,124.4000015258789,124.4000015258789,124.4000015258789,124.4000015258789,9,0.0,0.0
2023-05-25 09:14:00+02:00,124.4000015258789,124.4000015258789,124.31999969482422,124.31999969482422,259,0.0,0.0
2023-05-25 09:16:00+02:00,124.33999633789062,124.33999633789062,124.33999633789062,124.33999633789062,110,0.0,0.0
2023-05-25 09:18:00+02:00,124.36000061035156,124.45999908447266,124.36000061035156,124.41999816894531,200,0.0,0.0
2023-05-25 09:19:00+02:00,124.72000122070312,124.72000122070312,124.72000122070312,124.72000122070312,81,0.0,0.0
2023-05-25 09:20:00+02:00,124.66000366210938,124.66000366210938,124.62000274658203,124.62000274658203,519,0.0,0.0
2023-05-25 09:21:00+02:00,124.62000274658203,124.62000274658203,124.62000274658203,124.62000274658203,66,0.0,0.0
2023-05-25 09:22:00+02:00,124.58000183105469,124.58000183105469,124.58000183105469,124.58000183105469,58,0.0,0.0
2023-05-25 09:24:00+02:00,124.55999755859375,124.55999755859375,124.5,124.5,585,0.0,0.0
2023-05-25 09:25:00+02:00,124.55999755859375,124.5999984741211,124.55999755859375,124.55999755859375,605,0.0,0.0
2023-05-25 09:26:00+02:00,124.54000091552734,124.55999755859375,124.54000091552734,124.55999755859375,294,0.0,0.0
2023-05-25 09:27:00+02:00,124.5199966430664,124.5999984741211,124.5199966430664,124.5999984741211,408,0.0,0.0
2023-05-25 09:29:00+02:00,124.62000274658203,124.63999938964844,124.5999984741211,124.63999938964844,109,0.0,0.0
2023-05-25 09:30:00+02:00,124.62000274658203,124.63999938964844,124.4000015258789,124.4000015258789,1377,0.0,0.0
2023-05-25 09:31:00+02:00,124.45999908447266,124.45999908447266,124.33999633789062,124.33999633789062,45,0.0,0.0
2023-05-25 09:33:00+02:00,124.41999816894531,124.5,124.41999816894531,124.5,198,0.0,0.0
2023-05-25 09:34:00+02:00,124.44000244140625,124.45999908447266,124.33999633789062,124.36000061035156,649,0.0,0.0
2023-05-25 09:35:00+02:00,124.30000305175781,124.31999969482422,124.26000213623047,124.30000305175781,812,0.0,0.0
2023-05-25 09:36:00+02:00,124.31999969482422,124.31999969482422,124.31999969482422,124.31999969482422,46,0.0,0.0
2023-05-25 09:37:00+02:00,124.33999633789062,124.33999633789062,124.30000305175781,124.33999633789062,638,0.0,0.0
2023-05-25 09:38:00+02:00,124.33999633789062,124.33999633789062,124.33999633789062,124.33999633789062,89,0.0,0.0
2023-05-25 09:40:00+02:00,124.44000244140625,124.44000244140625,124.44000244140625,124.44000244140625,92,0.0,0.0
2023-05-25 09:41:00+02:00,124.5199966430664,124.5199966430664,124.5199966430664,124.5199966430664,66,0.0,0.0
2023-05-25 09:43:00+02:00,124.4000015258789,124.4000015258789,124.31999969482422,124.31999969482422,4,0.0,0.0
2023-05-25 09:45:00+02:00,124.31999969482422,124.31999969482422,124.26000213623047,124.26000213623047,234,0.0,0.0
2023-05-25 09:47:00+02:00,124.16000366210938,124.16000366210938,124.16000366210938,124.16000366210938,53,0.0,0.0
2023-05-25 09:48:00+02:00,124.08000183105469,124.16000366210938,124.08000183105469,124.16000366210938,588,0.0,0.0
2023-05-25 09:49:00+02:00,124.12000274658203,124.19999694824219,124.12000274658203,124.19999694824219,2299,0.0,0.0
2023-05-25 09:50:00+02:00,124.18000030517578,124.18000030517578,124.13999938964844,124.13999938964844,308,0.0,0.0
2023-05-25 09:51:00+02:00,124.0,124.0,124.0,124.0,157,0.0,0.0
2023-05-25 09:52:00+02:00,123.95999908447266,123.95999908447266,123.95999908447266,123.95999908447266,175,0.0,0.0
2023-05-25 09:53:00+02:00,124.0199966430664,124.0199966430664,124.0199966430664,124.0199966430664,100,0.0,0.0
2023-05-25 09:54:00+02:00,123.91999816894531,123.91999816894531,123.91999816894531,123.91999816894531,92,0.0,0.0
2023-05-25 09:55:00+02:00,124.04000091552734,124.04000091552734,124.04000091552734,124.04000091552734,4,0.0,0.0
2023-05-25 09:56:00+02:00,124.13999938964844,124.22000122070312,124.12000274658203,124.12000274658203,1914,0.0,0.0
2023-05-25 09:57:00+02:00,124.04000091552734,124.04000091552734,124.04000091552734,124.04000091552734,66,0.0,0.0
2023-05-25 09:58:00+02:00,124.04000091552734,124.04000091552734,124.04000091552734,124.04000091552734,100,0.0,0.0
2023-05-25 09:59:00+02:00,124.04000091552734,124.04000091552734,124.04000091552734,124.04000091552734,5,0.0,0.0
2023-05-25 10:00:00+02:00,124.0,124.0,124.0,124.0,176,0.0,0.0
2023-05-25 10:01:00+02:00,124.0,124.04000091552734,123.72000122070312,123.72000122070312,7914,0.0,0.0
2023-05-25 10:02:00+02:00,123.69999694824219,123.80000305175781,123.69999694824219,123.80000305175781,1460,0.0,0.0
2023-05-25 10:03:00+02:00,123.86000061035156,123.86000061035156,123.86000061035156,123.86000061035156,106,0.0,0.0
2023-05-25 10:04:00+02:00,123.91999816894531,123.91999816894531,123.91999816894531,123.91999816894531,172,0.0,0.0
2023-05-25 10:05:00+02:00,124.05999755859375,124.05999755859375,124.05999755859375,124.05999755859375,25,0.0,0.0
2023-05-25 10:06:00+02:00,124.05999755859375,124.05999755859375,124.0,124.0,698,0.0,0.0
2023-05-25 10:08:00+02:00,124.16000366210938,124.16000366210938,124.16000366210938,124.16000366210938,12,0.0,0.0
2023-05-25 10:10:00+02:00,124.0199966430664,124.05999755859375,124.0199966430664,124.05999755859375,97,0.0,0.0
2023-05-25 10:11:00+02:00,124.0199966430664,124.0199966430664,124.0199966430664,124.0199966430664,13,0.0,0.0
2023-05-25 10:12:00+02:00,124.0199966430664,124.0199966430664,124.0199966430664,124.0199966430664,82,0.0,0.0
2023-05-25 10:14:00+02:00,124.0,124.0,124.0,124.0,13,0.0,0.0
2023-05-25 10:17:00+02:00,124.05999755859375,124.19999694824219,124.04000091552734,124.19999694824219,869,0.0,0.0
2023-05-25 10:19:00+02:00,124.23999786376953,124.26000213623047,124.23999786376953,124.26000213623047,86,0.0,0.0
2023-05-25 10:20:00+02:00,124.26000213623047,124.31999969482422,124.26000213623047,124.31999969482422,1113,0.0,0.0
2023-05-25 10:21:00+02:00,124.36000061035156,124.36000061035156,124.31999969482422,124.31999969482422,324,0.0,0.0
2023-05-25 10:22:00+02:00,124.30000305175781,124.30000305175781,124.22000122070312,124.23999786376953,765,0.0,0.0
2023-05-25 10:23:00+02:00,124.26000213623047,124.26000213623047,124.12000274658203,124.12000274658203,429,0.0,0.0
2023-05-25 10:24:00+02:00,124.13999938964844,124.16000366210938,124.13999938964844,124.16000366210938,253,0.0,0.0
2023-05-25 10:25:00+02:00,124.13999938964844,124.16000366210938,124.12000274658203,124.12000274658203,930,0.0,0.0
2023-05-25 10:26:00+02:00,124.18000030517578,124.18000030517578,124.18000030517578,124.18000030517578,58,0.0,0.0
2023-05-25 10:27:00+02:00,124.23999786376953,124.23999786376953,124.23999786376953,124.23999786376953,43,0.0,0.0
2023-05-25 10:28:00+02:00,124.27999877929688,124.27999877929688,124.27999877929688,124.27999877929688,664,0.0,0.0
